raw_text,aspectTerms
Enjoy!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We weren't!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This is one of my favorite restaurants and it is not to be missed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It could have been handled better.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The service was attentive and her suggestions of menu items was right on the mark.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'menu items', 'polarity': 'positive'}]"
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,"[{'term': 'three course meal', 'polarity': 'positive'}]"
Please be aware that it's CASH or AMEX only!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!","[{'term': 'Pizza', 'polarity': 'positive'}]"
It's a rather cramped and busy restaurant and it closes early.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.","[{'term': 'environment', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","[{'term': 'crawfish boiled', 'polarity': 'positive'}]"
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,"[{'term': 'reservation', 'polarity': 'neutral'}]"
They were served warm and had a soft fluffy interior.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
What came to our table was burned beyond recognition and stringy.,"[{'term': 'table', 'polarity': 'neutral'}]"
I had the Pad Thai and the noodles were sticky.,"[{'term': 'Pad Thai', 'polarity': 'negative'}, {'term': 'noodles', 'polarity': 'negative'}]"
"So I've never actually been to M proper, but I've had it delivered a few times.","[{'term': 'delivered', 'polarity': 'neutral'}]"
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","[{'term': 'values for your money', 'polarity': 'positive'}]"
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.","[{'term': 'lunch', 'polarity': 'positive'}]"
The hostess is rude to the point of being offensive.,"[{'term': 'hostess', 'polarity': 'negative'}]"
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wait building', 'polarity': 'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","[{'term': 'corridor', 'polarity': 'negative'}, {'term': 'space', 'polarity': 'negative'}, {'term': 'counters', 'polarity': 'negative'}, {'term': 'counter', 'polarity': 'negative'}, {'term': 'entrees', 'polarity': 'neutral'}]"
The food is great.,"[{'term': 'food', 'polarity': 'positive'}]"
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,"[{'term': 'steaks', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}, {'term': 'sides', 'polarity': 'positive'}]"
"Lunch came with pickels and slaw, no extra charge.","[{'term': 'Lunch', 'polarity': 'positive'}, {'term': 'pickels and slaw', 'polarity': 'neutral'}]"
Decent wine at reasonable prices.,"[{'term': 'wine', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
All conveniently delivered right to the door.,"[{'term': 'delivered', 'polarity': 'positive'}]"
even the wine by the glass was good.,"[{'term': 'wine by the glass', 'polarity': 'positive'}]"
Nice Family owned traditional restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
would have rather tried terrace in the sky or water club for that price,"[{'term': 'price', 'polarity': 'negative'}]"
This dish is my favorite and I always get it when I go there and never get tired of it.,"[{'term': 'dish', 'polarity': 'positive'}]"
"I also ordered the Change Mojito, which was out of this world.","[{'term': 'Change Mojito', 'polarity': 'positive'}]"
Okay service.,"[{'term': 'service', 'polarity': 'neutral'}]"
The only thing more wonderful than the food (which is exceptional) is the service.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
We were very pleasantly surprised.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food was just awful, ATROCIOUS actually.","[{'term': 'food', 'polarity': 'negative'}]"
I will never visit this restaurant again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The soup for the udon was soy sauce and water.,"[{'term': 'soup for the udon', 'polarity': 'negative'}, {'term': 'soy sauce', 'polarity': 'neutral'}, {'term': 'water', 'polarity': 'neutral'}]"
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","[{'term': 'anti-pasta', 'polarity': 'positive'}, {'term': 'calamari', 'polarity': 'positive'}, {'term': 'filling pasta mains', 'polarity': 'positive'}]"
The waitress suggested glasses of wine that went very well with the food.,"[{'term': 'waitress', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'glasses of wine', 'polarity': 'positive'}]"
"(or sister, in my case!).","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've eaten at many different Indian restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They might be all business at the counter when you give your order, but their food says I love you.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'counter', 'polarity': 'negative'}]"
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'ceviche mix (special)', 'polarity': 'positive'}, {'term': 'crab dumplings', 'polarity': 'positive'}, {'term': 'assorted sashimi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'banana tempura', 'polarity': 'positive'}]"
Try their plain pizza with fresh garlic or eggplant.,"[{'term': 'plain pizza', 'polarity': 'positive'}, {'term': 'garlic', 'polarity': 'positive'}, {'term': 'eggplant', 'polarity': 'positive'}]"
Don't go there!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.","[{'term': 'servers', 'polarity': 'negative'}, {'term': 'servers', 'polarity': 'conflict'}]"
Good luck getting a table.,"[{'term': 'getting a table', 'polarity': 'negative'}]"
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Don't look down your nose at me like that...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Planet Thai is great!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The service is awful.,"[{'term': 'service', 'polarity': 'negative'}]"
Just don't do it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Just ignore the trendy wannabes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!","[{'term': 'takeout menu', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'italian dishes', 'polarity': 'positive'}]"
"Trust me, it will be great, and all of it will be devoured in no time.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
My girlfiends and I ate at O.G. again last night.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I wish they had one near my office- I would go everyday.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Finally!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Amma has the worst value for money I have experienced in NYC over the past 2 years.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.","[{'term': 'Thai food', 'polarity': 'neutral'}]"
I think this would be a pretty good spot if it were not so overpriced and overrated.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,"[{'term': 'hostess', 'polarity': 'positive'}]"
The pizza is good though.,"[{'term': 'pizza', 'polarity': 'positive'}]"
bottles of wine are cheap and good.,"[{'term': 'bottles of wine', 'polarity': 'positive'}]"
You will not be disapointed at all.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Walk-ins are risky too.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","[{'term': 'beers', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'pumkin tortelini', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]"
They didn't give us the dinner special until we asked for it.,"[{'term': 'dinner special', 'polarity': 'negative'}]"
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[{'term': 'crabmeat lasagna', 'polarity': 'positive'}, {'term': 'chocolate bread pudding', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","[{'term': 'pasta dishes', 'polarity': 'positive'}, {'term': 'tiramisu', 'polarity': 'positive'}]"
Very good service and very good prices.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,"[{'term': 'lunch', 'polarity': 'neutral'}]"
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'neutral'}, {'term': 'meal', 'polarity': 'neutral'}]"
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,"[{'term': 'bagel', 'polarity': 'positive'}]"
Our food was great too!,"[{'term': 'food', 'polarity': 'positive'}]"
Open late (well as late as I ever got there and I'm a night person),"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.","[{'term': 'servers', 'polarity': 'negative'}]"
"Get your food to go, find a bench, and kick back with a plate of dumplings.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'plate of dumplings', 'polarity': 'positive'}]"
"Please try the Filet Mignon, its just the most tender piece ever.","[{'term': 'Filet Mignon', 'polarity': 'positive'}]"
"Everything we had was pretty good, but we have only been there once.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","[{'term': 'sangria', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bartender', 'polarity': 'negative'}]"
Something about them being busy with holiday party's.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The sake menu should not be overlooked!,"[{'term': 'sake menu', 'polarity': 'positive'}]"
I would highly recommend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place is great.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
the drinks are amazing and half off till 8pm.,"[{'term': 'drinks', 'polarity': 'positive'}]"
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,"[{'term': 'beef cubes', 'polarity': 'positive'}]"
"With so many poor experiences to be had in the theater district, is truly an excellent find!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
This has got to be one of the most overrated restaurants in Brooklyn.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The service, wine selection, ambiance are all outstanding and deserve recognition.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'wine selection', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]"
